band_id,observation_id,band_name,band_value
697167,260162,BLUE,0.22109729278176288
955141,633433,NIR,0.45637958919087224
912184,684554,BLUE,0.5413518471974618
894839,301966,RED,0.5451687654199033
226450,362037,RED,0.4439468937119151
832546,144586,BLUE,0.38269537572171614
404489,355785,RED,0.796657786587208
431038,921645,BLUE,0.4076680485419696
310370,391500,GREEN,0.32859916171331227
926663,792669,RED,0.7044699928822334
139322,795540,GREEN,0.30463306762698183
402920,657515,NIR,0.14173268180183227
288733,785967,BLUE,0.27574448277029545
977238,219943,BLUE,0.7869817514683151
549581,803710,RED,0.4943654363696699
915101,487992,NIR,0.8707623496575161
904365,836385,NIR,0.5577936325156395
999700,818188,GREEN,0.33663937409608735
827596,329100,RED,0.5526290925297347
479319,162802,RED,0.6471792367177538
776421,120252,NIR,0.41087274026949
953815,547852,NIR,0.7728318579569563
947124,847264,NIR,0.3675374893903509
213200,512288,GREEN,0.515776926828918
430863,709971,BLUE,0.2631906138597416
352302,133539,GREEN,0.8893508324788938
209019,609188,BLUE,0.842293585842388
879244,260167,BLUE,0.6082377636788704
929630,658997,GREEN,0.10244096240136641
490418,214856,NIR,0.46973712072396856
615783,141485,RED,0.2771638469223481
363954,317053,BLUE,0.39285271696811763
903589,850558,RED,0.3874573135933643
722210,532541,GREEN,0.7507164935959467
674007,980213,BLUE,0.3958202485761211
460580,830587,GREEN,0.6170777774463306
913149,543378,RED,0.19518875991094436
650762,561086,RED,0.5631965158691132
527315,560914,GREEN,0.6261674009957807
567085,972601,BLUE,0.607758558790521
923554,847264,RED,0.31190735862737035
965149,701606,RED,0.8277848405464313
285690,913736,BLUE,0.5268541945195098
901238,916533,NIR,0.5161175296932528
354922,489103,RED,0.1452369153581706
494786,571205,GREEN,0.27956077723362455
221782,873518,NIR,0.108818078966234
915912,619014,NIR,0.7805101850260097
382484,203774,BLUE,0.33568572487979814
289978,205521,RED,0.7384742972261568
375239,196776,NIR,0.7456359806824611
453841,316106,GREEN,0.5095205716473487
411486,154532,BLUE,0.5925550927810825
980423,980947,NIR,0.7710933970830217
223204,779066,RED,0.6695991757120975
120902,796535,BLUE,0.5751373438053802
334342,980491,NIR,0.36722489556160354
497073,417645,NIR,0.38280793449240236
114063,796535,GREEN,0.5725578457315812
146347,259984,NIR,0.7677853547375864
542918,514017,GREEN,0.47305704692499845
358458,832120,NIR,0.20734700593021244
970192,987234,GREEN,0.7483816560351542
281447,806523,BLUE,0.17746312990363966
112205,144586,NIR,0.6526120233200728
983813,998843,RED,0.1448275175104384
371541,279029,RED,0.42800649207243013
996635,779066,NIR,0.16448409477215292
717846,360863,BLUE,0.2684087237561963
889840,495758,GREEN,0.158151342055059
115891,265576,NIR,0.8094621277792956
665060,512184,RED,0.3060601149685317
764708,180276,NIR,0.2559554490442744
914232,986423,RED,0.28619756584437556
546587,345386,GREEN,0.8989596401104122
371373,190335,BLUE,0.5070598138491575
990948,842707,RED,0.7545975779779784
781429,779066,NIR,0.30122133511419796
831358,238647,BLUE,0.20558946411710777
135877,837484,NIR,0.19013004378765938
440924,391500,NIR,0.1854987986100004
460446,819826,GREEN,0.6212956587499645
574122,560914,BLUE,0.45598971122916
336667,388915,RED,0.48699551855285467
875867,634274,GREEN,0.8568679989565231
452572,519013,RED,0.4544798375087857
183278,211563,RED,0.24912029471788483
587534,345386,GREEN,0.5593211412787615
805462,986255,BLUE,0.44834079216007633
489341,109312,BLUE,0.6787722299419233
904852,784927,NIR,0.35596682555380305
389231,103449,NIR,0.5468272925356767
927919,980213,NIR,0.3385494333273064
107075,417645,RED,0.5515721699647695
352390,265487,RED,0.40501727755072253
208983,399672,BLUE,0.26935131690938924
653425,760059,GREEN,0.2618028514064705
265297,427037,NIR,0.8714103235639153
875846,760059,BLUE,0.2711357834368255
324204,103449,NIR,0.565337634614411
922542,317740,BLUE,0.1662221118088889
405114,939791,NIR,0.7777378633110051
455444,420975,RED,0.18501907103056797
901055,956289,GREEN,0.64468541213818
675014,349034,GREEN,0.7435692155787591
623960,971602,BLUE,0.7329568712777618
714921,623567,GREEN,0.3475121724055008
271508,939791,NIR,0.4340013620521048
181321,734309,NIR,0.33652096722075847
647109,832120,RED,0.5313520886735648
558459,402730,NIR,0.6034613620530701
658308,391500,GREEN,0.2481339380669207
864091,381125,RED,0.0941805411700364
724022,732876,RED,0.5175845844088444
207015,596591,BLUE,0.5495188221683904
612809,709971,NIR,0.46179590070686444
146442,634345,BLUE,0.16145112531030723
175630,366680,GREEN,0.7768015154444557
481656,104685,RED,0.35358421282962077
369561,190335,RED,0.7440872565239045
640410,220797,GREEN,0.5529167811554259
832055,830587,NIR,0.4831561595709081
978008,421936,RED,0.6889278961809688
184828,832120,RED,0.8834849115377461
676165,781337,NIR,0.7527306475647285
237272,806523,NIR,0.793532852849545
847956,402121,NIR,0.6750806169115908
174798,345386,NIR,0.7408698567429732
790817,792669,BLUE,0.49297972413495406
655937,460508,RED,0.5490779657730849
818632,475202,NIR,0.21389846014541525
717833,981834,GREEN,0.37273038603156394
117139,402730,NIR,0.4309534510307737
328033,313706,RED,0.796859889647375
590196,956289,NIR,0.1654474758365077
432250,371012,GREEN,0.8768864993847394
985269,243952,BLUE,0.7309701224050462
785681,220797,BLUE,0.7639985860686158
470108,830587,NIR,0.21457830202324574
219390,955555,NIR,0.3358403763038022
259261,657515,BLUE,0.5029497604154194
841945,402121,NIR,0.3725247335765384
368778,711406,RED,0.8372288058559022
297748,760059,GREEN,0.29048522693920564
509054,756318,NIR,0.7726990017121171
231756,732876,NIR,0.6954247796411231
998971,354298,GREEN,0.4965130194695566
553018,279029,RED,0.785382872600294
352727,861886,GREEN,0.08345454297307274
130871,756318,RED,0.34043140834354313
233066,959868,RED,0.35552738625576
786821,384363,NIR,0.3409694964938335
650397,916533,RED,0.1259392353353418
698617,623567,GREEN,0.19582430323780992
999856,276016,RED,0.6083899237380185
742632,842707,RED,0.2125558202963937
667768,495758,BLUE,0.8837427637979375
474481,901114,RED,0.10445242930702771
635410,697740,BLUE,0.7108714974427077
247377,847594,BLUE,0.14425654279392655
630919,855824,NIR,0.10216137435159686
636286,795540,BLUE,0.5477315969914339
406424,238647,GREEN,0.3503432041015889
193025,112011,GREEN,0.5187414577700065
704673,124811,NIR,0.8572850186629162
288485,161466,BLUE,0.5098703785244044
922206,830587,NIR,0.7081478831858504
975513,809957,GREEN,0.5434850346544764
753546,550743,GREEN,0.6068391491916985
536319,955555,BLUE,0.7689104406245315
238407,777602,RED,0.8856183024384435
295901,756318,NIR,0.10830856077303973
773740,154532,GREEN,0.7481499674680642
429861,817496,RED,0.43184215262887243
440779,596591,BLUE,0.616740039191099
319110,451591,BLUE,0.13533305727399603
915486,579110,NIR,0.5477367940926916
585467,399672,BLUE,0.8624851376893193
412460,238647,GREEN,0.1912891789450216
679036,455786,GREEN,0.4978245771900765
349116,318876,RED,0.5037771029800024
997113,855824,GREEN,0.16649704537797877
406590,956289,BLUE,0.5986329544242525
969492,329100,NIR,0.679922015461779
114243,840780,GREEN,0.47562718946159416
680007,368188,NIR,0.46369011755870915
509941,510175,RED,0.44056905269728464
315290,459163,RED,0.17677591512516333
925514,321707,GREEN,0.5905010008198582
258343,634345,NIR,0.7697447035304891
970799,978841,RED,0.6022208160822087
472026,803710,BLUE,0.6180891088950039
617994,842850,GREEN,0.5308289414822391
957454,301966,RED,0.7085753253674206
373234,391500,NIR,0.5403768447620706
759834,106656,NIR,0.5313298152835518
449337,355785,NIR,0.7771494519651533
228065,329100,RED,0.09262038244795355
878614,196776,GREEN,0.8951962170481438
435426,740357,NIR,0.3212717534190981
491498,301550,RED,0.8163686012257168
420996,350845,GREEN,0.8060681224070583
918670,550743,GREEN,0.7052972186137585
203833,162802,RED,0.6113328927862595
613436,813743,RED,0.14480618380351232
980490,873518,RED,0.7692086478556868
561226,362037,GREEN,0.7277099060566434
716250,106287,BLUE,0.27492077924191793
494745,754004,GREEN,0.29818832247737176
356459,328758,BLUE,0.6442810908410702
173242,321707,BLUE,0.6012609098281053
869868,360863,BLUE,0.44155084994435084
320059,388915,BLUE,0.6675096593245228
995800,354298,BLUE,0.6457594643020869
608394,301966,NIR,0.6642474750208287
286521,633433,GREEN,0.7071236888576433
382825,686790,RED,0.4989004953690045
760262,318876,RED,0.3829509098079276
901390,126239,GREEN,0.49382466567035355
351439,321707,NIR,0.10377090078715967
914305,845501,GREEN,0.7100625328482377
960332,955555,NIR,0.48834261100523824
606262,512288,GREEN,0.10175905686177877
305831,381125,RED,0.43008376190734027
446911,113254,BLUE,0.7503965396463402
966036,972601,BLUE,0.8038854111243423
599419,206158,NIR,0.32481918947276595
540958,485299,BLUE,0.390059624324303
960282,825632,BLUE,0.11923285553641155
158312,262431,RED,0.544508409512449
148177,850558,RED,0.6052961605770626
969797,638214,BLUE,0.6861179304584509
841572,196776,GREEN,0.6034864328483398
110916,384679,GREEN,0.8229470086081692
238751,259705,GREEN,0.28152725879938967
644004,276016,RED,0.8433571648479434
892366,996786,GREEN,0.8018500884114449
719909,390193,RED,0.5197197918224675
266347,512911,RED,0.5661107368757553
913054,809957,GREEN,0.8511359974583318
206434,124418,RED,0.5301521454626497
913713,301550,BLUE,0.11219400195556976
260580,737423,RED,0.684955025931497
381884,259984,RED,0.44553807287588837
116539,109312,RED,0.5938281738746918
248654,364595,GREEN,0.5791558564600566
736601,262431,RED,0.45304022523696064
711497,219943,NIR,0.8055035348711573
245608,779066,BLUE,0.12095916078141858
909264,238647,RED,0.46031479666914077
919746,125312,NIR,0.5111370748719283
620264,512911,NIR,0.13454067867732744
484505,512288,NIR,0.09013319732810458
553848,514017,GREEN,0.6189740513873978
153984,371012,NIR,0.34521440371512574
462167,204588,BLUE,0.4376887054931113
920264,279029,RED,0.09804822132477707
273126,265576,BLUE,0.2885121403178341
472784,827905,RED,0.2853208294356597
188495,986423,BLUE,0.5424093461886772
470902,188357,NIR,0.09213931616062726
854063,436697,RED,0.20825797258370354
441282,537496,NIR,0.7986796652860519
254357,606091,GREEN,0.3355569976720663
409940,512288,RED,0.16672487215517517
527655,378152,BLUE,0.4826707872149953
860047,469632,BLUE,0.4497402223276761
376061,469632,GREEN,0.41445746228932134
364499,260162,RED,0.7463296655810904
443003,980947,BLUE,0.29542235432117747
831018,658997,BLUE,0.17221321038132187
511828,354298,BLUE,0.30579501514142876
320917,840780,RED,0.7281536873910954
729797,469632,GREEN,0.6627453222367953
352858,402730,NIR,0.8135191051359214
673592,349034,GREEN,0.19474947936330653
333098,948062,BLUE,0.3585494510702501
107680,427037,NIR,0.6109445426289839
109829,345386,GREEN,0.5120006179126889
548595,796535,GREEN,0.8608733929300605
577026,606091,BLUE,0.31657805930020505
291618,781337,RED,0.10897536481927456
479662,569516,NIR,0.8775620168831566
772907,103449,RED,0.5018383131402858
552010,485299,NIR,0.14805235859104152
510308,955555,GREEN,0.8789836217527394
826160,205521,NIR,0.26598599752549645
620766,204588,BLUE,0.7616072393551795
890326,857491,RED,0.5406672596680921
648942,969348,NIR,0.1769977092307967
981401,923594,GREEN,0.7949288541413123
817970,913736,BLUE,0.8169488493041246
867862,389286,BLUE,0.08152728521514416
395181,551003,BLUE,0.8356513787623697
147957,227001,BLUE,0.731926931583956
382466,823038,GREEN,0.42456718610967437
763609,923594,GREEN,0.6666809135961909
919767,817496,BLUE,0.4158137370365091
841167,743729,RED,0.18670311134828171
105562,658203,NIR,0.7794676858546525
847890,855824,RED,0.6017899437455099
163808,754004,GREEN,0.47049696768344107
990541,297959,NIR,0.4596101905918063
387198,162802,BLUE,0.5504796754157231
729233,203774,NIR,0.49821076323387314
878514,785967,GREEN,0.18698244535353142
222951,792669,RED,0.6172626088236637
451016,832120,BLUE,0.4137772462126035
103300,785967,BLUE,0.8866744013691057
703539,485299,GREEN,0.28295114089125856
341295,109312,RED,0.2789787743759315
724297,701606,RED,0.0813077940908712
710405,813743,GREEN,0.7388148283731453
836929,469632,GREEN,0.3762025282815667
619873,106287,BLUE,0.7058807731660937
816604,106287,GREEN,0.7879023509821339
206534,845501,GREEN,0.40710467237183023
232952,560914,NIR,0.5101067438167087
382079,318876,GREEN,0.871385364398283
384918,781337,BLUE,0.5393103881713724
913589,824219,RED,0.6834783022917759
503471,847594,RED,0.11484931591078867
210448,710350,BLUE,0.4810960593015939
257053,543378,NIR,0.4139583173091738
391797,475202,BLUE,0.44366900242635776
668196,126239,GREEN,0.2956210516603444
904382,161466,GREEN,0.1019834273086178
175127,579110,GREEN,0.5112610986284474
318065,980947,RED,0.6800470861288331
933878,961953,RED,0.4916527387697704
837568,670982,NIR,0.26066640462495394
939644,251333,BLUE,0.28410905616862175
909863,112011,BLUE,0.3579012775830879
791091,861981,RED,0.2540276299118851
734437,972601,RED,0.8560531880370353
716921,180276,BLUE,0.6686642954961821
182766,845501,RED,0.8683104064276377
270381,278638,BLUE,0.7581426067155781
814440,381125,BLUE,0.2662975146384604
724190,259984,NIR,0.7535625822353869
379430,467174,NIR,0.556201310185307
985567,921645,RED,0.5684250426148975
519539,817496,RED,0.2610208633918378
315714,856041,GREEN,0.769408067250098
927301,614703,GREEN,0.7526923810919784
497688,827905,NIR,0.8502541128173083
372317,980213,BLUE,0.8080720661355854
196376,657515,GREEN,0.25215386090580905
519534,512262,RED,0.7392742951015663
518286,547852,NIR,0.2531178667568111
327741,469632,RED,0.5461344149492458
790204,770937,RED,0.4228153842227687
341140,863907,NIR,0.36730297472381546
416054,414983,GREEN,0.8685035899816294
112783,321707,NIR,0.8802395897414186
278846,825632,BLUE,0.8825419015487248
500398,388915,NIR,0.83270147056362
967707,551003,GREEN,0.79356002293832
696941,842850,GREEN,0.6347092253872075
508987,634345,BLUE,0.7815865147662509
861776,792669,BLUE,0.48466184813974433
878405,784927,RED,0.09973535081878745
658974,753858,BLUE,0.2806821147436221
847852,619014,GREEN,0.49761034010034344
933068,421936,BLUE,0.5368156526321172
575118,467174,RED,0.352970364407806
699550,512911,GREEN,0.7684304458814445
875440,800189,RED,0.8373938932541547
237229,219943,RED,0.29680685140705915
783401,512911,BLUE,0.7369667337756809
274556,392451,RED,0.2547499044698823
480090,565401,GREEN,0.36235436987290814
641812,211563,BLUE,0.43736625111391664
966189,537496,RED,0.8970295406020448
472459,265576,NIR,0.4478174487243621
362983,952402,NIR,0.37313870211098654
125646,606091,NIR,0.6442224648323137
214371,344084,NIR,0.1745637932141644
476770,936279,NIR,0.3925973207665174
385431,813649,RED,0.7074780563262149
858807,126239,RED,0.27943839083045613
178035,260162,NIR,0.6496174989883203
961402,794035,GREEN,0.6923682983185118
285684,392451,RED,0.16283248565598274
410361,792046,NIR,0.35647549073181894
622378,541308,BLUE,0.2773666382695193
438807,569516,RED,0.16149050538447818
296340,317053,BLUE,0.6575055460509557
462641,796535,GREEN,0.19596289755614077
679508,819826,GREEN,0.08681956545342664
433553,345386,RED,0.3504497298614211
794280,623567,GREEN,0.873048146264918
